Uid,Fold
26361,1
26362,1
26363,2
26364,2
26365,3
26366,3
26368,5
26369,5
26370,2
26371,4
26372,4
26373,1
26374,2
6191,2
26375,5
26376,3
26377,1
26378,1
26379,2
26380,4
26381,4
26382,2
26383,3
26384,3
7064,3
26385,5
26386,1
26387,5
26388,5
26389,3
26390,5
26391,1
26392,4
26393,3
26394,5
26395,2
26396,4
26397,2
26398,3
26399,2
26400,4
26401,5
15622,1
26402,1
26403,5
26404,1
26405,3
26406,3
26407,1
26408,3
26409,1
26410,1
26411,4
26412,1
26413,1
26414,5
26415,3
26416,2
26417,5
26418,4
26419,4
26420,3
26421,3
7690,1
26422,2
26423,1
26424,5
2223,5
26426,1
26427,2
26428,4
26429,3
26430,4
26431,3
23882,3
26432,5
26433,2
26434,5
26435,1
26436,5
26438,3
26439,1
26440,3
26441,4
26442,2
26443,3
26444,5
6320,4
26445,5
26446,1
26447,3
26448,4
6040,3
4934,3
8768,3
26449,3
26450,2
4896,2
26451,1
26452,1
45497,5
26454,2
26455,2
26456,2
4894,5
26458,1
7235,5
26459,3
26460,2
26461,1
5178,2
6707,1
26462,2
26463,1
26464,4
26465,2
26466,4
26467,3
26468,3
5017,2
26470,1
23898,4
26471,5
26472,3
26473,5
26474,4
26475,5
26476,3
26477,4
26478,5
26479,3
26480,1
26481,2
26482,2
26483,5
26484,3
26485,4
26486,4
26487,1
26488,5
26489,1
26490,1
26491,1
26492,2
7680,4
26493,1
26494,2
26495,5
26496,3
26497,5
26498,2
26499,5
26500,2
26501,3
26502,2
26503,4
26504,2
26505,3
26506,5
26507,5
6860,4
26508,3
10645,5
26509,3
26510,5
26511,4
30882,5
26512,2
26513,4
5467,1
6665,2
26514,5
26515,1
26516,3
26517,1
26518,4
26519,1
26520,1
26521,3
7518,5
26522,1
26523,5
41706,1
26524,1
26525,4
26526,3
15576,4
26527,5
26528,2
26529,2
26530,4
26531,1
26532,2
26533,3
26534,1
26535,5
26536,2
26537,4
44937,2
26538,1
26539,4
26540,4
5640,3
26541,5
26542,5
26543,4
26544,5
26545,1
26546,5
26547,3
26549,3
26550,1
26552,4
7012,4
26553,3
26554,3
26555,4
26557,4
26558,5
26559,5
26560,4
26561,5
26562,2
26563,5
5087,3
26564,5
26565,5
26566,2
26567,5
26569,2
26570,1
26571,5
23929,3
26572,2
26573,2
26574,4
26575,2
26576,4
26577,5
26578,1
26579,5
26580,1
26581,3
26582,4
26583,4
26584,4
26586,5
26587,4
5590,3
26588,4
26589,2
7358,5
26590,2
26591,3
26592,2
26593,2
26594,3
26595,2
26596,3
26597,3
26598,3
26599,5
26600,2
26601,2
26602,5
26603,3
26605,2
26606,3
26608,3
26609,1
26610,3
26611,4
26612,2
26613,4
26614,2
26616,4
26617,5
26618,2
26619,4
26620,3
26621,1
6813,1
26622,5
26624,2
26625,4
26626,2
26627,4
26628,4
26629,1
26630,2
26631,1
49645,3
26632,1
26633,4
26634,4
26635,1
26636,5
26637,5
26638,3
26639,4
26640,2
26641,2
26642,1
6993,4
26643,4
26644,1
26645,1
26647,4
26648,4
26649,2
26650,1
26651,3
15594,4
26652,1
26653,1
26654,2
26655,5
26656,5
26657,1
26658,2
26659,4
5992,4
5757,2
26660,1
52727,3
26661,2
7812,4
26662,4
26663,3
6140,1
26664,1
26665,1
26666,1
26667,3
26668,5
26670,4
26671,2
26672,5
26673,3
26674,2
26675,1
26676,4
26677,1
26678,2
26679,3
26680,2
26681,2
7075,3
26682,5
26683,1
26684,3
26685,5
26686,1
26687,1
26688,1
26690,4
26691,2
26692,2
26693,2
26694,1
26695,3
26696,5
26697,1
10681,5
26698,1
26699,3
26700,5
26701,5
26689,5
26702,3
24820,4
26703,2
26704,4
26705,5
26706,3
26707,1
10388,2
26708,3
26548,1
26709,4
26710,2
26711,4
26712,5
26713,4
26714,5
26715,4
26716,3
26717,1
26718,1
26719,3
5380,4
26720,3
26721,4
26722,5
26723,3
26724,1
26726,4
26727,3
26728,3
26729,1
26730,1
26731,3
26732,2
26733,4
26734,5
26735,2
26737,3
26738,2
26739,2
5804,5
26740,2
26741,5
8382,4
26742,3
26743,4
26744,5
4561,2
26746,1
26747,5
26748,2
26749,3
26750,4
26751,4
26752,3
26753,1
26754,1
26755,4
26756,5
26757,2
26758,5
26759,4
26760,4
26761,4
26762,5
26763,5
26764,5
26765,4
26766,1
26767,5
26768,1
14706,5
5460,2
26769,1
26770,1
26771,5
26772,4
26774,2
26775,5
26776,2
43025,4
5199,3
26777,4
26778,3
26779,2
26780,4
26781,5
26782,2
26783,4
26785,5
26786,1
26787,4
5033,5
26788,4
26789,5
26790,5
5046,5
26792,1
26793,2
26794,3
5168,5
26795,1
26796,4
26797,2
26798,4
25204,5
26799,4
26801,2
26802,3
26803,3
26804,5
26805,1
26806,4
45551,2
26807,1
26808,5
26809,2
26810,5
26811,1
26812,5
7123,3
26813,5
26814,1
26815,4
26816,2
26817,4
26818,1
26819,2
26820,4
26821,4
8710,4
26822,4
26823,2
26824,4
26825,1
26826,5
26827,4
26828,3
26829,2
26830,3
26831,5
26832,3
26833,3
26834,2
26835,2
26836,5
6855,5
26837,3
26838,2
26839,3
26840,1
26841,4
26842,3
26843,3
26844,5
26845,4
26846,5
26847,5
26848,1
26849,1
26850,4
26851,4
26853,4
26854,2
26855,5
26856,1
26857,2
26858,1
26859,1
26860,2
26861,5
26862,2
26863,2
26864,4
26865,1
26866,2
26867,1
26868,1
26869,4
26870,4
26871,5
6800,3
26873,2
26874,2
26875,5
7512,3
26876,2
26877,2
26878,2
26879,4
26880,1
7568,3
26881,5
26882,5
26883,3
26884,3
26885,3
26886,2
26887,3
26888,2
26889,4
26890,1
5359,5
26891,5
26892,2
26893,1
26894,4
26895,3
5283,3
26896,4
26897,1
26898,1
26899,5
26900,4
26901,4
26902,4
26903,4
26904,2
26905,2
26906,3
26907,1
26908,1
26909,1
26910,5
26911,1
26912,5
26913,4
26914,3
26915,5
26916,3
26917,2
26918,3
26919,3
26920,3
26921,4
26922,5
26923,1
26924,2
6433,5
26925,1
26926,5
26927,1
26928,2
26929,5
26931,1
26932,2
26933,4
26934,5
26935,4
26936,1
26937,4
5161,1
26938,2
26939,1
26940,5
26942,1
26944,5
26945,5
26946,5
26947,2
26949,4
26950,2
26951,5
28896,4
26952,4
26953,1
26954,3
26955,5
26956,2
26957,3
26958,1
26959,4
26960,3
26961,2
26962,2
26963,1
26964,5
5605,2
48484,3
26965,1
26966,5
26967,4
26968,2
26969,4
5003,2
26970,2
26971,2
26972,3
26973,2
26974,3
26975,2
26976,3
26977,2
26978,4
26979,4
35098,3
25036,1
26980,5
26981,1
26983,2
26984,4
26985,5
26986,1
26987,1
26988,2
26989,5
26991,3
26993,2
7013,4
26994,1
26996,3
4218,5
26997,2
26998,1
26999,5
27000,5
27001,4
27002,3
27003,2
27004,5
27005,2
27006,3
26995,2
27008,1
27009,1
27010,5
27012,4
27013,4
27014,1
5340,5
27015,2
27016,1
27017,3
27018,4
27019,3
27020,4
27021,3
27022,1
27023,1
27024,3
27025,1
27026,1
27027,3
27028,1
27029,4
27030,1
27031,2
27032,5
27033,3
27034,1
27035,2
27036,2
22064,3
27037,5
27038,3
27039,4
27040,3
23570,5
27041,4
27042,4
27043,3
27044,1
27045,2
26453,2
25364,1
27046,3
27047,3
27048,3
27049,5
27050,5
27051,4
27053,4
27055,1
27056,2
27057,4
27058,2
27059,5
27060,3
27061,1
27062,2
27063,5
27064,2
27065,3
27066,2
7637,5
27067,2
27068,5
27069,5
27070,4
27071,3
27072,3
27073,1
27074,1
27075,2
27076,4
27077,1
27078,5
27079,5
27080,3
27081,4
2018,5
27082,4
27083,3
27084,4
27085,3
50181,1
27086,3
27087,2
26725,4
27088,3
7616,1
27089,3
27090,5
27091,3
27092,1
27093,3
27094,4
27095,1
27096,3
27097,3
27098,1
27099,2
27100,3
27101,3
27102,2
27103,2
27104,4
27105,3
27106,4
27107,3
27108,3
27109,1
27110,1
27111,5
27112,3
27113,3
27114,4
27115,2
27116,4
27117,3
27118,2
26615,2
27119,5
27120,3
26556,3
27121,3
27122,2
27123,4
27124,1
27125,4
27126,4
27127,4
27128,2
27129,4
27130,1
27131,4
5702,2
27132,1
27133,5
27134,1
27135,4
27136,3
27137,3
27138,3
27139,5
27140,2
27141,4
27142,4
27143,2
27144,3
11904,3
27145,2
27146,5
27147,3
27148,4
27149,4
27150,3
27151,2
27152,3
8236,1
27153,5
27154,3
27155,3
27156,1
27157,4
27158,4
27159,4
27160,1
5173,4
27161,1
27162,4
27163,3
27164,4
27165,4
27166,1
27167,4
27168,2
27169,1
27170,3
27171,5
27172,3
27173,4
27174,2
27175,3
27176,4
27177,4
27178,2
27180,3
27181,3
27182,4
27183,2
27184,3
27185,1
27186,5
27187,2
27188,5
27189,2
27190,3
27191,1
27192,2
27193,2
27194,2
10276,1
27195,4
27196,5
27197,1
27198,2
27199,1
26425,1
27200,3
27201,5
27202,2
27203,4
27204,1
27205,1
27206,3
27208,3
27209,1
27210,3
27211,1
27212,1
27213,5
27214,2
27215,2
7577,5
27216,1
27217,1
27218,4
27219,4
27220,5
27221,1
27222,5
27223,4
27224,1
27225,2
27226,4
27228,5
27229,1
27230,1
3662,4
27231,5
27232,3
27233,3
27234,2
27235,1
27236,1
26143,5
27237,5
27238,3
27239,5
27240,1
27241,5
27242,4
27243,1
57159,1
27244,2
6734,1
7314,5
27245,1
27246,5
27248,1
27249,5
27250,2
27251,1
22198,1
27252,4
27253,2
27254,2
27255,4
27256,5
27257,2
27258,5
27259,1
27260,4
27261,1
27262,5
27263,3
27264,4
27265,5
27266,1
27267,3
27269,3
27270,2
27271,5
27272,4
6206,5
27273,3
27274,3
27275,4
27276,5
27277,2
27278,1
27279,5
27280,1
27281,3
27282,1
7554,2
27283,5
27284,1
5890,3
27285,3
27286,2
27287,2
27288,1
27289,5
27290,3
27291,5
27292,4
27293,4
27294,1
27295,4
27296,1
27297,5
27298,4
27299,5
27300,2
27301,2
27302,5
27303,1
27304,3
27305,5
27306,2
27307,5
27308,3
27309,3
27310,5
27311,1
27312,4
27313,1
27314,1
27315,1
28125,5
27316,3
27317,5
27318,5
27319,5
27320,3
27322,3
27323,5
27324,4
27325,3
27326,2
27327,2
27328,4
27329,3
27330,2
27331,1
27332,3
27333,4
27334,3
27335,5
22196,4
27336,3
27337,5
27338,5
27339,3
27340,2
27341,5
27342,1
27343,2
27344,4
27345,2
27347,1
27348,1
27349,5
27350,4
27351,1
27352,1
27353,4
27354,3
27355,4
27356,2
27357,3
27358,5
27359,4
27360,1
6786,5
27361,2
8354,1
27362,5
27363,3
27364,4
27365,3
27366,1
27367,3
27368,5
44436,4
27369,2
27370,1
27371,5
20830,4
27372,2
27373,1
27375,4
27376,3
27377,2
27378,1
27379,1
27380,5
27381,1
27382,1
27383,4
27384,2
27385,2
27386,5
27387,5
17493,1
27388,5
27389,2
27390,4
27391,4
27392,4
27393,1
32786,5
27394,3
27395,5
4933,3
27396,4
27397,1
27399,4
27400,5
27401,2
27402,3
27403,1
27404,1
27405,2
27406,1
5182,2
5802,3
27407,4
27408,3
27409,3
27410,2
4962,1
27411,2
27412,5
27414,3
27415,2
27416,4
27418,1
27419,3
27420,2
27421,1
27422,3
27423,1
27424,2
27425,5
27426,2
7593,5
27427,2
27428,1
27429,2
27430,3
27431,3
27432,1
27433,2
27434,3
27435,4
27436,3
27437,3
27439,4
27440,5
27441,5
27442,4
27443,3
27444,3
27445,1
27446,1
27448,1
27449,2
27451,1
5817,5
27452,3
27453,4
27454,2
27455,3
27456,1
27457,2
27458,5
27459,3
7905,5
27460,5
27461,4
27462,4
24738,5
7428,5
27463,3
27464,3
27465,1
27466,1
27467,3
27468,5
27469,1
27470,4
27471,3
27472,3
27473,1
27474,4
27476,5
27477,5
27478,1
27479,5
27480,3
27481,5
27482,1
27483,4
27484,2
27485,5
27486,1
27487,4
27488,3
27489,1
27490,4
27491,1
5470,3
27492,1
27493,1
27494,1
27495,1
27497,2
27498,5
27499,3
27500,3
27501,3
27502,5
5534,3
27503,5
27504,1
27505,5
27506,5
27507,5
27508,3
27509,1
27510,5
27512,5
27513,5
27514,2
27515,3
27517,2
7205,3
27518,2
27519,1
27520,3
27521,5
27522,2
27523,1
27524,2
27525,4
27526,4
27527,1
27528,2
5438,5
27529,4
27530,1
27531,2
27532,1
27533,3
27534,4
27535,5
27537,4
27538,2
27539,1
27540,4
27541,5
27542,5
27543,2
27544,2
27545,4
27546,4
27547,2
27548,4
27549,5
27550,4
27551,1
27552,2
27553,5
27554,3
27555,4
27556,1
27557,2
27558,4
5429,4
27559,3
27560,4
27561,4
6977,5
27562,2
27563,3
27565,4
27566,2
27567,5
27568,1
27569,4
27571,3
27572,2
27573,2
27574,2
27575,2
27576,5
27577,1
27578,4
27579,3
27580,4
27581,5
27582,1
27583,2
27584,2
27585,3
27586,3
27587,4
27588,1
27589,5
27590,2
27591,5
27592,1
27593,4
27594,5
27595,1
27596,3
8816,1
27597,4
27598,1
27599,3
27600,4
27601,4
27602,2
27603,2
27604,5
27605,2
27606,4
27607,1
27608,2
27609,3
25463,3
27610,1
6508,1
27611,2
27612,5
27613,5
27614,2
27615,1
27616,3
27617,2
27618,5
27619,5
27620,1
27621,5
27622,5
27623,4
27624,3
27625,1
27626,1
27628,1
27629,3
27630,5
27631,1
7018,3
27632,1
27633,5
27634,5
27635,3
8066,2
27636,5
27637,1
27638,3
27639,2
27640,4
27641,1
27642,4
27643,5
27644,2
6351,2
27647,5
27648,5
13922,5
27649,2
27650,2
27651,2
27652,3
27653,2
27654,1
27655,4
27656,3
27657,4
3365,3
27658,1
27659,5
27660,5
27661,1
27662,4
27663,1
27664,4
27665,1
27666,2
27667,2
27668,2
27669,1
27670,3
27671,5
27672,4
27673,3
27674,3
27675,4
27676,3
27677,2
27678,5
27679,4
5855,3
27681,3
27682,5
26982,1
27683,2
8134,2
27684,2
27686,4
27687,2
27689,2
27690,2
25480,4
27691,3
27692,1
27693,1
27694,3
27695,3
27696,3
27697,2
27698,1
27699,5
27700,2
27701,4
11151,4
23661,3
27702,1
27703,4
27704,2
27705,4
27706,3
27707,5
27708,5
27710,2
27711,1
27712,4
27713,2
27714,5
27715,2
27716,2
27717,2
27718,2
27719,1
27720,5
5524,5
27721,1
27722,1
27723,5
27724,1
25268,4
27725,1
27726,2
27727,4
27728,2
27729,1
27730,5
27732,5
27733,4
27734,2
27735,2
27736,4
27737,3
27738,3
27739,5
7049,4
27740,1
27741,3
27742,1
27743,1
27744,5
27745,1
27746,1
27748,5
27750,5
27751,2
27752,5
5372,4
27753,3
7709,5
27754,5
27755,1
27756,3
6672,1
27758,2
27759,3
27760,4
27761,3
27762,4
27763,5
27764,1
27765,1
7309,3
27766,2
25548,1
27767,2
27768,5
27769,4
27770,3
27771,2
27772,4
27773,3
27774,3
27775,2
27776,1
27777,1
27778,1
27779,3
27780,1
27781,1
27782,3
27783,2
27784,3
27785,1
27786,1
27787,1
27788,1
27789,3
27790,3
51351,5
27791,4
27792,4
54180,5
27793,3
27794,4
4878,4
27795,5
27796,1
27797,1
27798,2
27799,2
27800,4
8704,5
27801,2
27802,1
27803,4
6726,3
27804,3
27805,2
27806,2
27807,2
5123,5
27808,2
27809,4
27810,3
27811,1
27812,4
27813,5
27814,1
27815,5
27817,1
27818,1
27819,3
6564,2
5984,2
8619,3
27820,4
27821,2
27822,5
27823,5
27824,2
27825,4
27826,4
27827,2
27828,5
6845,5
27829,3
27830,3
27831,1
27832,4
27833,5
5532,3
27834,3
27835,1
27836,2
27837,2
27838,4
27839,1
27840,2
27842,5
27843,1
27844,2
27845,3
27846,5
27847,2
27848,4
27849,1
27850,3
27851,2
27853,2
27854,2
27855,4
27856,2
27857,5
27858,4
27859,5
27860,2
27861,3
27862,5
27863,5
27864,3
27865,4
27866,5
5454,3
27867,2
27868,1
27869,1
27870,1
27871,3
27872,5
27874,5
17175,4
27875,4
27876,5
27877,1
27878,4
27879,3
27880,2
27881,2
27882,1
27883,3
27884,2
27885,1
6282,5
27886,2
27887,5
27888,3
27889,5
6817,2
27890,3
54926,2
27496,5
27891,4
27892,4
27893,5
27894,1
16434,2
27895,4
27896,2
27897,2
27898,3
27899,1
27900,2
27901,5
27902,5
27903,4
27904,1
27905,4
27906,2
27907,2
27908,3
27909,4
27910,2
27911,1
27912,1
27913,5
27915,2
27916,4
27917,2
27918,2
27919,1
27920,2
27922,2
27923,4
27924,4
27926,2
27927,1
27928,4
27929,4
27930,2
56609,4
27931,2
27932,4
37020,4
27933,1
27934,5
27935,3
27936,1
27937,4
27939,3
27940,3
27941,1
27942,4
27943,1
27944,2
49400,4
7240,1
27945,5
27946,3
27947,3
27949,1
27950,4
27952,1
27953,4
27954,4
27955,1
27956,4
27957,3
27958,5
27959,5
27960,4
27961,5
27962,5
27963,1
27964,4
27965,1
27966,4
27967,1
27968,1
27969,1
27970,4
27971,1
27972,1
27973,2
27974,2
27975,5
27976,4
27977,3
27978,4
27979,4
27980,2
27981,1
24145,5
27983,2
27984,1
27985,5
27986,3
27987,2
27989,2
27990,2
6639,4
27991,4
27992,2
27993,1
27994,2
6034,5
27996,1
27998,1
27997,3
27999,2
28000,3
28001,4
28002,5
28003,1
28004,2
28005,2
28006,4
28007,1
28008,1
28009,1
28010,4
28011,1
28012,4
28013,1
28014,1
28015,5
28016,1
28017,5
28018,1
28019,2
7099,5
28020,1
28021,5
28022,4
28023,5
28024,4
28025,3
28026,5
6555,1
28027,1
28028,2
28029,2
28030,5
28031,3
28032,2
28034,4
28035,5
28036,2
28037,3
26094,4
28038,4
28039,3
28040,5
28041,3
28042,1
28043,3
28044,4
28045,3
28046,4
28047,2
28048,2
28050,1
22961,3
28051,3
28052,5
28053,3
28055,4
27645,1
28056,1
28057,2
28058,3
28059,5
28060,4
28061,2
28062,4
28063,1
28064,1
28065,1
28066,4
28068,4
28069,5
28070,4
28071,1
28072,3
28073,2
28074,1
28075,3
28076,5
28077,5
8255,4
28078,3
28079,5
28080,2
28081,3
28082,4
28083,4
28084,1
28085,3
28086,3
28087,5
28088,5
28089,4
28090,3
28091,1
25917,2
28092,1
28093,5
28094,1
28095,3
28096,4
4938,2
28098,4
28099,2
28100,4
28101,5
28102,1
28103,1
28104,5
28106,4
28107,5
7257,4
28108,3
28109,1
28110,5
28111,4
28112,4
6820,2
28113,5
28114,3
28115,5
28116,3
26457,1
28117,3
28118,3
28119,2
28120,3
28121,3
28122,4
28123,3
28124,3
28126,5
46103,2
28127,4
23981,5
28128,1
28129,1
28130,3
28131,3
5503,2
28132,5
7426,2
32815,3
28133,2
28134,3
28135,5
28136,3
28137,2
28138,5
28139,4
46768,5
28140,4
28141,5
28142,2
28143,1
28144,1
28145,1
28146,3
28147,5
8419,5
28148,5
28149,4
28150,4
28151,4
28152,3
28153,3
28154,3
28155,3
28156,5
28157,2
28158,4
28159,1
28160,3
28161,4
45311,4
28162,1
28163,5
28164,2
28165,2
28166,4
28167,1
5090,3
28168,4
28169,5
28170,2
28171,2
28173,4
28174,5
28178,2
28179,3
28180,1
28181,2
28182,1
5720,5
28183,2
28185,1
28186,5
28187,5
51370,4
28189,3
28191,3
28192,2
28193,3
28194,1
28195,2
28196,3
28197,5
28198,1
28199,3
26367,2
24634,2
28200,5
28201,2
28202,4
28204,2
28205,5
28206,1
28207,3
28208,4
28209,2
28210,2
28211,4
28212,1
28213,2
28214,4
28215,4
28216,1
28217,4
6190,2
28218,3
28219,1
28220,1
28221,3
28222,2
28223,1
28224,5
28225,5
28226,5
25758,2
28227,2
28228,5
28229,2
7388,3
28230,5
28231,3
28232,4
28233,1
28234,4
28235,1
28236,4
28237,1
28238,4
28239,3
28242,5
28243,5
28244,1
28245,1
28246,1
28247,2
28248,1
28250,4
6357,3
28251,2
28252,1
28253,5
28254,2
28255,5
28256,4
28257,1
28258,5
28259,1
28260,5
28261,4
28262,4
28263,4
28264,1
28265,3
28266,4
28267,3
28268,4
28269,5
28270,5
28271,5
28272,4
28273,2
28274,1
28275,4
28276,3
28277,3
28278,5
5833,1
28279,3
28280,3
28281,2
28282,4
28283,1
28284,3
28285,2
28286,2
28287,1
28288,2
28289,2
28290,1
28291,2
28292,3
28293,5
28294,5
28295,1
28296,5
28297,1
28298,4
28299,1
28300,4
28301,3
60073,5
28302,3
28303,5
28304,2
28305,3
28307,4
28308,1
28309,3
28310,5
28311,2
13085,4
28312,1
28313,5
28314,5
28315,5
28316,3
8644,1
28317,4
28318,1
28319,3
28320,2
28321,2
28322,3
28323,4
28324,3
28325,5
28326,2
28327,1
28328,2
28329,2
28330,1
36071,1
28331,3
28332,4
43468,1
28333,1
28334,1
28336,2
28337,3
28338,1
28339,4
28340,3
28341,5
28342,5
28343,3
28344,2
28345,3
28346,4
28347,1
28348,4
28349,4
28350,5
28351,2
28352,3
28353,5
28354,1
28355,1
28356,1
28357,1
28358,3
28359,3
28360,5
28361,2
28362,4
28363,5
28364,2
28365,4
28366,4
28367,4
28368,4
28369,5
28370,3
28371,3
28372,3
28373,1
28374,5
6575,2
28375,1
28376,5
28377,1
28378,1
28379,1
28380,4
28381,5
28382,1
28383,1
28384,4
28385,3
28386,3
28387,2
28388,4
28389,3
28390,4
28391,5
28392,3
28393,1
28394,2
28395,1
28396,4
28397,3
28398,3
26104,5
28399,3
28400,2
28401,1
28402,2
7787,2
28403,2
6892,3
4979,1
28404,4
28405,4
28406,2
28407,4
28409,5
28410,4
28411,2
28412,2
28413,3
7029,2
28414,3
28415,2
28416,3
28417,5
7461,2
28418,3
28419,2
28420,3
28421,5
28422,5
28423,4
28424,2
26226,1
28425,5
28426,3
28427,1
28033,4
28428,2
7623,2
28429,5
28430,5
28431,1
28432,4
28433,2
28434,1
28435,5
28436,4
24839,3
28437,5
28438,2
28439,1
28440,5
28441,1
28442,4
28443,3
28444,5
28445,5
28447,5
28448,2
28449,2
28450,3
28451,4
28452,5
28453,1
28454,4
28455,3
28456,2
28457,5
28458,4
6503,1
28459,4
28460,2
28461,5
28463,5
28464,4
28465,2
28466,3
28467,1
28468,2
28469,5
28470,4
28471,5
25194,3
28472,1
28473,2
28474,1
28476,3
28477,2
28478,5
28479,1
28480,4
28481,2
28482,4
28483,3
28484,2
28485,1
28486,3
28487,5
28488,2
28489,2
28490,2
28491,4
28492,2
28493,2
28494,1
28495,1
28496,5
28497,4
28498,3
28499,5
28500,2
28501,4
28502,4
28503,1
5688,5
28504,3
28505,3
28506,4
28507,4
28508,5
28509,4
28510,1
28511,1
28512,4
28513,4
28515,2
28516,1
28517,4
28518,1
28519,3
28520,4
7805,4
28521,1
28522,5
28523,3
49177,2
28524,3
28525,3
28526,1
28527,3
28528,5
28529,3
28530,3
28531,4
28532,4
28533,2
28534,1
28535,2
28536,4
28537,4
28538,5
28539,2
28540,5
28541,3
36865,4
28542,4
28544,4
28545,2
28546,4
28548,1
3215,1
6280,1
54545,1
28549,2
28550,4
28552,1
28553,5
28555,1
28556,1
28557,1
6874,1
28558,1
28559,5
28560,5
28561,5
28562,3
7677,4
28563,4
28564,3
28565,1
28566,5
28567,2
28568,1
28569,1
28570,3
28571,2
28572,1
28573,1
28574,4
28575,1
28576,1
28577,2
28578,5
28579,1
28580,1
28581,5
28582,3
28583,1
28584,2
28585,2
28586,1
28587,1
28588,1
6157,4
28589,4
28590,2
28591,4
28592,3
28593,1
28594,2
20026,1
28595,2
28596,4
28597,2
28598,4
28599,1
28600,4
28601,2
28602,4
28603,1
28604,5
28605,5
28606,3
28607,4
28609,5
28610,4
28611,3
28612,3
28613,4
28614,1
28615,2
28616,1
28617,5
54330,2
28619,3
28620,3
28621,1
28622,4
28623,5
28624,2
28625,3
28626,1
28627,1
28628,2
28629,1
28630,5
28631,4
28632,5
28633,4
25298,5
28634,2
28635,4
28190,3
28636,4
28638,2
28639,1
28640,4
28641,5
28642,5
28643,3
28645,3
6218,4
28646,5
28647,2
28648,1
27511,5
28649,1
5114,1
28650,1
28651,3
28652,3
28653,1
28654,2
28655,5
28656,2
7141,4
28657,1
28658,5
28659,2
28660,5
28662,4
28663,3
28664,1
28665,1
28666,1
28667,3
28669,2
28670,1
28671,2
28672,3
8515,4
28673,2
28674,3
28675,2
28676,4
28677,5
20922,1
28678,4
19251,4
28679,5
28680,1
28681,2
28682,1
28683,1
5093,3
28684,1
28685,4
28686,1
28687,1
28688,3
28689,1
28690,1
28691,5
28692,2
28693,5
28694,5
28695,4
28696,3
28697,3
28698,2
28699,1
28701,1
28702,3
11843,1
28704,3
28705,1
28706,1
6764,2
28707,5
28708,1
28709,2
28711,3
28712,4
28713,2
28714,2
28715,2
28716,2
28717,5
28718,4
28719,1
28720,1
28721,4
28722,1
28723,1
38451,2
28724,2
28725,2
7256,4
28726,4
28727,5
5783,5
8535,4
28728,2
28729,5
28730,5
28731,3
5944,5
28732,3
28733,4
28734,1
28735,4
28736,2
28737,4
28738,1
28739,2
28741,4
28742,2
7119,3
54765,4
28743,4
28744,2
28745,5
7096,2
28746,4
28747,5
28748,4
28750,3
28751,5
28752,4
28753,3
28754,2
28755,4
28756,2
28757,2
28758,2
28759,2
28760,5
28761,5
28762,3
28763,3
28764,1
28765,2
28766,4
28767,3
28768,4
28769,3
28771,3
28772,3
28773,3
28774,4
28775,3
7736,1
32327,5
21341,4
28776,4
28777,2
28778,1
28779,4
28780,4
7584,3
28781,1
28782,2
9114,3
28784,2
28785,3
28786,4
6283,5
28787,4
28788,2
28789,3
28790,3
24522,3
28791,1
28792,3
28793,5
28794,4
6143,1
28795,1
28796,3
28797,2
27450,1
28798,4
28799,1
28800,4
28801,3
8783,2
28802,4
28803,5
28804,5
28806,3
28807,2
28808,3
28809,1
28810,5
28811,3
28812,5
28813,2
28814,4
28815,2
28816,5
28817,3
28818,3
6680,5
28819,1
28820,4
28821,2
28822,2
28823,1
28824,5
28825,1
28826,4
28827,4
28828,1
28830,2
28831,4
28833,4
28834,3
14654,1
28835,3
28836,3
28837,2
28838,4
28839,2
28840,5
28841,4
28842,5
28843,1
28844,2
28845,3
28846,3
28847,2
28848,3
28849,3
28850,3
28851,4
28852,4
28853,2
28854,3
28855,2
28856,2
28857,1
28858,3
28860,3
28861,2
28862,2
28863,5
28864,3
6359,4
28865,4
28866,5
28867,1
28868,4
49549,5
28869,2
28870,5
28871,2
28872,5
28873,4
28874,3
28875,5
28876,2
28877,3
45590,1
28878,1
28879,2
28880,4
28881,5
28883,3
27011,2
28884,3
49930,4
28885,5
28886,1
28887,5
27627,3
28888,4
28889,1
28890,2
28891,3
28892,2
28893,2
28894,4
28895,2
28897,4
11444,5
28898,1
28899,5
28900,1
28901,5
28902,3
28903,5
28904,4
28905,5
28906,5
28908,1
28909,4
28910,2
28911,1
28912,5
28913,1
28914,2
28915,3
28916,4
5428,1
28917,2
28918,3
28919,3
28920,3
28921,5
28922,5
28923,2
5732,4
28924,2
28925,2
12471,1
28926,5
28927,2
28928,1
28929,4
28930,1
28931,4
28932,4
22841,1
28933,4
28934,3
55572,2
28935,2
28936,1
28938,1
28939,3
28941,2
28942,3
28943,5
28944,5
26551,5
28945,2
28946,4
28947,1
28948,2
28949,5
28950,1
28951,5
28952,3
28953,1
28954,5
28955,1
28956,3
28957,1
7165,2
28958,1
28959,3
7552,5
28960,2
28961,4
28962,1
28964,4
28965,1
28966,5
5020,1
28968,1
28969,4
28970,4
28971,4
28972,2
28973,3
28974,5
28975,2
28976,1
28977,3
28978,2
28979,1
28980,1
28981,3
7168,3
28982,1
50873,4
28983,5
28984,2
28985,5
26791,3
25568,3
28986,1
28988,1
28989,4
28990,2
28991,2
28992,4
28993,3
28994,3
28995,4
28996,1
28997,5
28998,4
28999,4
29000,4
7962,5
29001,2
29002,4
29003,4
29004,5
29005,2
